Population,Bag,Oyster,Length,Date,Survived,Type
CL1,3,29144,59.02,25-Oct-21,Alive,Commercial
CL1,3,29144,62.21,24-May-22,Alive,Commercial
CL1,3,29144,71.24,19-Oct-22,Alive,Commercial
CL2,3,29145,32.74,28-Jul-21,Alive,Commercial
CL2,3,29145,47.35,26-Aug-21,Alive,Commercial
CL2,3,29145,66.94,25-Oct-21,Alive,Commercial
NR,3,29146,36.87,28-Jul-21,Alive,Wild
NR,3,29146,38.83,26-Aug-21,Alive,Wild
NR,3,29146,40.09,25-Oct-21,Alive,Wild
CL2,3,29147,36.12,28-Jul-21,Alive,Commercial
CL2,3,29147,51.22,26-Aug-21,Alive,Commercial
CL2,3,29147,57.2,25-Oct-21,Alive,Commercial
CL1,3,29148,35.16,28-Jul-21,Alive,Commercial
CL1,3,29148,42.52,26-Aug-21,Alive,Commercial
CL1,3,29148,44.46,25-Oct-21,Alive,Commercial
CL1,3,29148,56.55,24-May-22,Alive,Commercial
CL1,3,29148,78.03,19-Oct-22,Alive,Commercial
NR,3,29149,36.98,28-Jul-21,Alive,Wild
NR,3,29149,39.85,26-Aug-21,Alive,Wild
NR,3,29149,49.93,25-Oct-21,Alive,Wild
NR,3,29150,33.22,28-Jul-21,Alive,Wild
NR,3,29150,39.81,26-Aug-21,Alive,Wild
NR,3,29150,46.08,25-Oct-21,Alive,Wild
NR,3,29151,33.33,28-Jul-21,Alive,Wild
NR,3,29151,35.97,26-Aug-21,Alive,Wild
NR,3,29151,41.57,25-Oct-21,Alive,Wild
NR,3,29152,24.14,28-Jul-21,Alive,Wild
NR,3,29152,25.58,26-Aug-21,Alive,Wild
NR,3,29152,34.82,25-Oct-21,Alive,Wild
CL2,3,29153,40.83,28-Jul-21,Alive,Commercial
CL2,3,29153,41.08,26-Aug-21,Alive,Commercial
CL2,3,29153,50.44,25-Oct-21,Alive,Commercial
NR,3,29154,30.37,28-Jul-21,Alive,Wild
NR,3,29154,33.08,26-Aug-21,Alive,Wild
NR,3,29154,36.16,25-Oct-21,Alive,Wild
CL2,3,29155,31.33,28-Jul-21,Alive,Commercial
CL2,3,29155,53.63,26-Aug-21,Alive,Commercial
CL2,3,29155,69.17,25-Oct-21,Alive,Commercial
CL2,3,29156,28.68,28-Jul-21,Alive,Commercial
CL2,3,29156,62.92,26-Aug-21,Alive,Commercial
CL2,3,29156,84.58,25-Oct-21,Alive,Commercial
NR,3,29157,34.85,28-Jul-21,Alive,Wild
NR,3,29157,47.82,26-Aug-21,Alive,Wild
NR,3,29157,61.13,25-Oct-21,Alive,Wild
NR,3,29158,37.92,28-Jul-21,Alive,Wild
NR,3,29158,50.99,26-Aug-21,Alive,Wild
NR,3,29158,48.64,25-Oct-21,Alive,Wild
NR,3,29159,37.76,28-Jul-21,Alive,Wild
NR,3,29159,42.46,26-Aug-21,Alive,Wild
NR,3,29159,52.14,25-Oct-21,Alive,Wild
NR,3,29160,30.47,28-Jul-21,Alive,Wild
NR,3,29160,36.3,26-Aug-21,Alive,Wild
NR,3,29160,37.9,25-Oct-21,Alive,Wild
CL1,3,29161,41.65,28-Jul-21,Alive,Commercial
CL1,3,29161,43.13,26-Aug-21,Alive,Commercial
CL1,3,29161,54.86,25-Oct-21,Alive,Commercial
CL1,3,29161,64.19,24-May-22,Alive,Commercial
CL1,3,29161,77.79,19-Oct-22,Alive,Commercial
NR,3,29162,31.88,28-Jul-21,Alive,Wild
NR,3,29162,38.64,26-Aug-21,Alive,Wild
NR,3,29162,58.69,25-Oct-21,Alive,Wild
NR,3,29163,38.39,28-Jul-21,Alive,Wild
NR,3,29163,48.53,26-Aug-21,Alive,Wild
NR,3,29163,60.93,25-Oct-21,Alive,Wild
NR,3,29164,25.26,28-Jul-21,Alive,Wild
NR,3,29164,31.16,26-Aug-21,Alive,Wild
NR,3,29164,40.3,25-Oct-21,Alive,Wild
NR,3,29165,26.88,28-Jul-21,Alive,Wild
NR,3,29165,35.17,26-Aug-21,Alive,Wild
NR,3,29165,42.15,25-Oct-21,Alive,Wild
CL2,3,29166,29.11,28-Jul-21,Alive,Commercial
CL2,3,29166,51.77,26-Aug-21,Alive,Commercial
CL2,3,29166,71.3,25-Oct-21,Alive,Commercial
NR,3,29167,32.51,28-Jul-21,Alive,Wild
NR,3,29167,35.48,26-Aug-21,Alive,Wild
NR,3,29167,42.03,25-Oct-21,Alive,Wild
NR,3,29168,36.11,28-Jul-21,Alive,Wild
NR,3,29168,38.29,26-Aug-21,Alive,Wild
NR,3,29168,49.19,25-Oct-21,Alive,Wild
CL2,3,29169,32.05,28-Jul-21,Alive,Commercial
CL2,3,29169,53.61,26-Aug-21,Alive,Commercial
CL2,3,29169,69.41,25-Oct-21,Alive,Commercial
NR,3,29170,24.23,28-Jul-21,Alive,Wild
NR,3,29170,32.69,26-Aug-21,Alive,Wild
NR,3,29170,34.39,25-Oct-21,Alive,Wild
NR,3,29171,29.99,28-Jul-21,Alive,Wild
NR,3,29171,34.78,26-Aug-21,Alive,Wild
NR,3,29171,44.41,25-Oct-21,Alive,Wild
NR,3,29172,34.73,28-Jul-21,Alive,Wild
NR,3,29172,46.1,26-Aug-21,Alive,Wild
NR,3,29172,47.47,25-Oct-21,Alive,Wild
CL2,3,29173,21.8,28-Jul-21,Alive,Commercial
CL2,3,29173,50.28,26-Aug-21,Alive,Commercial
CL2,3,29173,66.55,25-Oct-21,Alive,Commercial
NR,3,29174,29,28-Jul-21,Alive,Wild
NR,3,29174,34.73,26-Aug-21,Alive,Wild
NR,3,29174,45.84,25-Oct-21,Alive,Wild
NR,3,29175,27.74,28-Jul-21,Alive,Wild
NR,3,29175,27.97,26-Aug-21,Alive,Wild
NR,3,29175,34.51,25-Oct-21,Alive,Wild
CL1,3,29176,43.99,28-Jul-21,Alive,Commercial
CL1,3,29176,52.63,26-Aug-21,Alive,Commercial
CL1,3,29176,68.3,25-Oct-21,Alive,Commercial
CL1,3,29176,69.03,24-May-22,Alive,Commercial
CL1,3,29176,93.7,19-Oct-22,Alive,Commercial
NR,3,29177,31.54,28-Jul-21,Alive,Wild
NR,3,29177,40.61,26-Aug-21,Alive,Wild
NR,3,29178,31.9,28-Jul-21,Alive,Wild
NR,3,29178,36.85,26-Aug-21,Alive,Wild
NR,3,29178,42.15,25-Oct-21,Alive,Wild
NR,3,29179,35.3,28-Jul-21,Alive,Wild
NR,3,29179,47.39,26-Aug-21,Alive,Wild
NR,3,29179,58,25-Oct-21,Alive,Wild
NR,3,29180,35.68,28-Jul-21,Alive,Wild
NR,3,29180,46.51,26-Aug-21,Alive,Wild
NR,3,29180,50.03,25-Oct-21,Alive,Wild
CL1,3,29181,41.42,28-Jul-21,Alive,Commercial
CL1,3,29181,48.13,26-Aug-21,Alive,Commercial
CL1,3,29181,62.24,25-Oct-21,Alive,Commercial
CL1,3,29181,60.8,24-May-22,Alive,Commercial
CL1,3,29181,90.06,19-Oct-22,Alive,Commercial
NR,3,29182,34.74,28-Jul-21,Alive,Wild
NR,3,29182,43.45,26-Aug-21,Alive,Wild
NR,3,29182,48.56,25-Oct-21,Alive,Wild
NR,3,29183,32.03,28-Jul-21,Alive,Wild
NR,3,29183,39.19,26-Aug-21,Alive,Wild
NR,3,29183,44.64,25-Oct-21,Alive,Wild
NR,3,29184,28.54,28-Jul-21,Alive,Wild
NR,3,29184,33.44,26-Aug-21,Alive,Wild
NR,3,29184,34.47,25-Oct-21,Alive,Wild
CL2,3,29185,30.27,28-Jul-21,Alive,Commercial
CL2,3,29185,53.3,26-Aug-21,Alive,Commercial
CL2,3,29185,76.41,25-Oct-21,Alive,Commercial
NR,3,29186,32.51,28-Jul-21,Alive,Wild
NR,3,29186,38.57,26-Aug-21,Alive,Wild
NR,3,29186,40.73,25-Oct-21,Alive,Wild
CL2,3,29187,30.32,28-Jul-21,Alive,Commercial
CL2,3,29187,31.59,26-Aug-21,Alive,Commercial
CL2,3,29187,49.16,25-Oct-21,Alive,Commercial
NR,3,29188,38.89,28-Jul-21,Alive,Wild
NR,3,29188,47.2,26-Aug-21,Alive,Wild
NR,3,29188,54.91,25-Oct-21,Alive,Wild
NR,3,29189,31.48,28-Jul-21,Alive,Wild
NR,3,29189,45.29,26-Aug-21,Alive,Wild
NR,3,29189,43.69,25-Oct-21,Alive,Wild
CL2,3,29190,44.24,28-Jul-21,Alive,Commercial
CL2,3,29190,53.77,26-Aug-21,Alive,Commercial
CL2,3,29190,82.04,25-Oct-21,Alive,Commercial
NR,3,29191,24.04,28-Jul-21,Alive,Wild
NR,3,29191,33.24,26-Aug-21,Alive,Wild
NR,3,29191,43.13,25-Oct-21,Alive,Wild
NR,3,29192,38.87,28-Jul-21,Alive,Wild
NR,3,29192,47.17,26-Aug-21,Alive,Wild
NR,3,29192,61.67,25-Oct-21,Alive,Wild
CL2,3,29194,35.05,28-Jul-21,Alive,Commercial
CL2,3,29194,35.05,26-Aug-21,Alive,Commercial
CL2,3,29194,45.87,25-Oct-21,Alive,Commercial
NR,3,29195,32.35,28-Jul-21,Alive,Wild
NR,3,29195,42.32,26-Aug-21,Alive,Wild
NR,3,29195,48.81,25-Oct-21,Alive,Wild
NR,3,29196,33.29,28-Jul-21,Alive,Wild
NR,3,29196,38.45,26-Aug-21,Alive,Wild
NR,3,29196,54.96,25-Oct-21,Alive,Wild
NR,3,29197,33.1,28-Jul-21,Alive,Wild
NR,3,29197,35.52,26-Aug-21,Alive,Wild
NR,3,29197,44.34,25-Oct-21,Alive,Wild
NR,3,29198,29.1,28-Jul-21,Alive,Wild
NR,3,29198,36.4,26-Aug-21,Alive,Wild
NR,3,29198,42.29,25-Oct-21,Alive,Wild
NR,3,29199,30.52,28-Jul-21,Alive,Wild
NR,3,29199,35.35,26-Aug-21,Alive,Wild
NR,3,29199,43.56,25-Oct-21,Alive,Wild
NR,3,29200,37.21,28-Jul-21,Alive,Wild
NR,3,29200,45.48,26-Aug-21,Alive,Wild
NR,3,29200,52.84,25-Oct-21,Alive,Wild
NR,3,29201,25.54,28-Jul-21,Alive,Wild
NR,3,29201,28.46,26-Aug-21,Alive,Wild
NR,3,29201,37.57,25-Oct-21,Alive,Wild
NR,3,29202,26.71,28-Jul-21,Alive,Wild
NR,3,29202,34.87,26-Aug-21,Alive,Wild
NR,3,29202,41.66,25-Oct-21,Alive,Wild
NR,3,29203,33.06,28-Jul-21,Alive,Wild
NR,3,29203,36.73,26-Aug-21,Alive,Wild
NR,3,29203,44.29,25-Oct-21,Alive,Wild
NR,3,29204,31.86,28-Jul-21,Alive,Wild
NR,3,29204,38.83,26-Aug-21,Alive,Wild
NR,3,29204,49.06,25-Oct-21,Alive,Wild
NR,3,29205,35.85,28-Jul-21,Alive,Wild
NR,3,29205,45.96,26-Aug-21,Alive,Wild
NR,3,29205,51.98,25-Oct-21,Alive,Wild
NR,3,29206,33.01,28-Jul-21,Alive,Wild
NR,3,29206,44.14,26-Aug-21,Alive,Wild
NR,3,29206,52.86,25-Oct-21,Alive,Wild
NR,3,29207,37.72,28-Jul-21,Alive,Wild
NR,3,29207,41.59,26-Aug-21,Alive,Wild
NR,3,29207,48.37,25-Oct-21,Alive,Wild
CT,3,29208,34.04,28-Jul-21,Alive,Wild
CT,3,29208,44.34,26-Aug-21,Alive,Wild
CT,3,29208,57.44,25-Oct-21,Alive,Wild
CT,3,29208,55.99,24-May-22,Alive,Wild
CT,3,29208,84.18,19-Oct-22,Alive,Wild
CT,3,29209,34.77,28-Jul-21,Alive,Wild
CT,3,29209,42.42,26-Aug-21,Alive,Wild
CT,3,29209,55.52,25-Oct-21,Alive,Wild
CT,3,29209,54.26,24-May-22,Alive,Wild
CT,3,29209,57.04,19-Oct-22,Alive,Wild
CT,3,29210,32.97,28-Jul-21,Alive,Wild
CT,3,29210,40.76,26-Aug-21,Alive,Wild
CT,3,29210,50.14,25-Oct-21,Alive,Wild
CT,3,29210,50.59,24-May-22,Alive,Wild
CT,3,29210,72.38,19-Oct-22,Alive,Wild
CT,3,29211,32.48,28-Jul-21,Alive,Wild
CT,3,29211,38,26-Aug-21,Alive,Wild
CT,3,29211,47.4,25-Oct-21,Alive,Wild
CT,3,29211,44.55,24-May-22,Alive,Wild
CT,3,29211,58.59,19-Oct-22,Alive,Wild
CT,3,29212,28.84,28-Jul-21,Alive,Wild
CT,3,29212,26.56,26-Aug-21,Alive,Wild
CT,3,29212,37.28,25-Oct-21,Alive,Wild
CT,3,29212,34.1,24-May-22,Alive,Wild
CT,3,29213,36.14,28-Jul-21,Alive,Wild
CT,3,29213,40.45,26-Aug-21,Alive,Wild
CT,3,29213,52.73,25-Oct-21,Alive,Wild
CT,3,29213,49.36,24-May-22,Alive,Wild
CT,3,29213,63.11,19-Oct-22,Alive,Wild
CT,3,29214,31.71,28-Jul-21,Alive,Wild
CT,3,29214,35.8,26-Aug-21,Alive,Wild
CT,3,29214,54.35,25-Oct-21,Alive,Wild
CT,3,29214,50.07,24-May-22,Alive,Wild
CT,3,29214,63.15,19-Oct-22,Alive,Wild
CT,3,29215,33.23,28-Jul-21,Alive,Wild
CT,3,29215,35.34,26-Aug-21,Alive,Wild
CT,3,29215,43.01,25-Oct-21,Alive,Wild
CT,3,29215,45.47,24-May-22,Alive,Wild
CT,3,29215,61.1,19-Oct-22,Alive,Wild
CT,3,29216,31.54,28-Jul-21,Alive,Wild
CT,3,29216,33.96,26-Aug-21,Alive,Wild
CT,3,29216,43.56,25-Oct-21,Alive,Wild
CT,3,29216,44.52,24-May-22,Alive,Wild
CT,3,29216,53.82,19-Oct-22,Alive,Wild
CT,3,29217,30.29,28-Jul-21,Alive,Wild
CT,3,29217,43.13,26-Aug-21,Alive,Wild
CT,3,29217,55.83,25-Oct-21,Alive,Wild
CT,3,29217,54.69,24-May-22,Alive,Wild
CT,3,29217,67.23,19-Oct-22,Alive,Wild
CT,3,29218,41.97,28-Jul-21,Alive,Wild
CT,3,29218,44.28,26-Aug-21,Alive,Wild
CT,3,29218,60.6,25-Oct-21,Alive,Wild
CT,3,29218,56.86,24-May-22,Alive,Wild
CT,3,29218,75.27,19-Oct-22,Alive,Wild
CT,3,29219,34.83,28-Jul-21,Alive,Wild
CT,3,29219,40.6,26-Aug-21,Alive,Wild
CT,3,29219,51.08,25-Oct-21,Alive,Wild
CT,3,29219,51.12,24-May-22,Alive,Wild
CT,3,29219,58.02,19-Oct-22,Alive,Wild
CT,3,29220,34.06,28-Jul-21,Alive,Wild
CT,3,29220,36.44,26-Aug-21,Alive,Wild
CT,3,29220,49,25-Oct-21,Alive,Wild
CT,3,29220,50.55,24-May-22,Alive,Wild
CT,3,29220,56.27,19-Oct-22,Alive,Wild
CT,3,29221,43.76,28-Jul-21,Alive,Wild
CT,3,29221,47.46,26-Aug-21,Alive,Wild
CT,3,29221,57.69,25-Oct-21,Alive,Wild
CT,3,29221,58.9,24-May-22,Alive,Wild
CT,3,29221,73.87,19-Oct-22,Alive,Wild
CT,3,29222,38.29,28-Jul-21,Alive,Wild
CT,3,29222,47.05,26-Aug-21,Alive,Wild
CT,3,29222,60.79,25-Oct-21,Alive,Wild
CT,3,29222,60.42,24-May-22,Alive,Wild
CT,3,29222,78.79,19-Oct-22,Alive,Wild
MV,3,29223,29.6,28-Jul-21,Alive,Wild
MV,3,29223,40.24,26-Aug-21,Alive,Wild
MV,3,29223,57.74,25-Oct-21,Alive,Wild
MV,3,29223,38.4,24-May-22,Alive,Wild
MV,3,29223,44.83,19-Oct-22,Dead,Wild
CT,3,29224,37.71,28-Jul-21,Alive,Wild
CT,3,29224,48.65,26-Aug-21,Alive,Wild
CT,3,29224,55.4,25-Oct-21,Alive,Wild
CT,3,29224,52.33,24-May-22,Alive,Wild
CT,3,29224,68.53,19-Oct-22,Dead,Wild
MV,3,29225,35.64,28-Jul-21,Alive,Wild
MV,3,29225,47.23,26-Aug-21,Alive,Wild
MV,3,29225,53.8,25-Oct-21,Alive,Wild
MV,3,29225,56.96,24-May-22,Alive,Wild
CT,3,29226,37.21,28-Jul-21,Alive,Wild
CT,3,29226,40.22,26-Aug-21,Alive,Wild
CT,3,29226,47.27,25-Oct-21,Alive,Wild
CT,3,29226,41.82,24-May-22,Alive,Wild
CT,3,29226,52.71,19-Oct-22,Alive,Wild
CT,3,29227,34.95,28-Jul-21,Alive,Wild
CT,3,29227,41.21,26-Aug-21,Alive,Wild
CT,3,29227,49.66,25-Oct-21,Alive,Wild
CT,3,29227,45.87,24-May-22,Alive,Wild
CT,3,29227,55.34,19-Oct-22,Dead,Wild
CT,3,29228,41.1,28-Jul-21,Alive,Wild
CT,3,29228,49.78,26-Aug-21,Alive,Wild
CT,3,29228,63.61,25-Oct-21,Alive,Wild
CT,3,29228,59.21,24-May-22,Alive,Wild
CT,3,29228,66.93,19-Oct-22,Alive,Wild
CT,3,29229,28.23,28-Jul-21,Alive,Wild
CT,3,29229,32.12,26-Aug-21,Alive,Wild
CT,3,29229,43.62,25-Oct-21,Alive,Wild
CT,3,29229,43.88,24-May-22,Alive,Wild
CT,3,29229,48.3,19-Oct-22,Alive,Wild
CT,3,29230,37.25,28-Jul-21,Alive,Wild
CT,3,29230,41.95,26-Aug-21,Alive,Wild
CT,3,29230,56.47,25-Oct-21,Alive,Wild
CT,3,29230,53,24-May-22,Alive,Wild
CT,3,29230,75.68,19-Oct-22,Alive,Wild
CT,3,29231,36.9,28-Jul-21,Alive,Wild
CT,3,29231,40.07,26-Aug-21,Alive,Wild
CT,3,29231,54.91,25-Oct-21,Alive,Wild
CT,3,29231,50.32,24-May-22,Alive,Wild
CT,3,29231,63.23,19-Oct-22,Alive,Wild
CT,3,29232,29.03,28-Jul-21,Alive,Wild
CT,3,29232,38.8,26-Aug-21,Alive,Wild
CT,3,29232,46.13,25-Oct-21,Alive,Wild
CT,3,29232,49,24-May-22,Alive,Wild
CT,3,29232,55.85,19-Oct-22,Alive,Wild
CT,3,29233,29.96,28-Jul-21,Alive,Wild
CT,3,29233,30.9,26-Aug-21,Alive,Wild
CT,3,29233,46.57,25-Oct-21,Alive,Wild
CT,3,29233,44.2,24-May-22,Alive,Wild
CT,3,29233,63.29,19-Oct-22,Alive,Wild
CT,3,29234,35.35,28-Jul-21,Alive,Wild
CT,3,29234,41.92,26-Aug-21,Alive,Wild
CT,3,29234,44.75,25-Oct-21,Alive,Wild
CT,3,29234,53.42,24-May-22,Alive,Wild
CT,3,29234,59.52,19-Oct-22,Alive,Wild
CT,3,29235,40.27,28-Jul-21,Alive,Wild
CT,3,29235,44.25,26-Aug-21,Alive,Wild
CT,3,29235,61.41,25-Oct-21,Alive,Wild
CT,3,29235,64.77,24-May-22,Alive,Wild
CT,3,29235,80.35,19-Oct-22,Alive,Wild
CT,3,29236,33.33,28-Jul-21,Alive,Wild
CT,3,29236,42.42,26-Aug-21,Alive,Wild
CT,3,29236,55.27,25-Oct-21,Alive,Wild
CT,3,29236,55.79,24-May-22,Alive,Wild
CT,3,29236,67.56,19-Oct-22,Alive,Wild
CT,3,29237,40.56,28-Jul-21,Alive,Wild
CT,3,29237,50.33,26-Aug-21,Alive,Wild
CT,3,29237,55.8,25-Oct-21,Alive,Wild
CT,3,29237,54.14,24-May-22,Alive,Wild
CT,3,29237,68.16,19-Oct-22,Alive,Wild
CT,3,29238,37.47,28-Jul-21,Alive,Wild
CT,3,29238,46.07,26-Aug-21,Alive,Wild
CT,3,29238,57.52,25-Oct-21,Alive,Wild
CT,3,29238,59.79,24-May-22,Alive,Wild
CT,3,29238,67.39,19-Oct-22,Alive,Wild
CT,3,29239,34.25,28-Jul-21,Alive,Wild
CT,3,29239,34.8,26-Aug-21,Alive,Wild
CT,3,29239,47.76,25-Oct-21,Alive,Wild
CT,3,29239,46.09,24-May-22,Alive,Wild
CT,3,29239,57.56,19-Oct-22,Alive,Wild
CT,3,29240,32.66,28-Jul-21,Alive,Wild
CT,3,29240,35.48,26-Aug-21,Alive,Wild
CT,3,29240,50.85,25-Oct-21,Alive,Wild
CT,3,29240,50.32,24-May-22,Alive,Wild
CT,3,29240,50.9,19-Oct-22,Alive,Wild
MV,3,29241,35.95,28-Jul-21,Alive,Wild
MV,3,29241,49.03,26-Aug-21,Alive,Wild
MV,3,29241,54.15,25-Oct-21,Alive,Wild
MV,3,29241,54.83,24-May-22,Alive,Wild
MV,3,29241,70.67,19-Oct-22,Alive,Wild
CT,3,29242,36.16,28-Jul-21,Alive,Wild
CT,3,29242,43.64,26-Aug-21,Alive,Wild
CT,3,29242,54.96,25-Oct-21,Alive,Wild
CT,3,29242,53.92,24-May-22,Alive,Wild
CT,3,29242,54.71,19-Oct-22,Alive,Wild
CT,3,29243,33.73,28-Jul-21,Alive,Wild
CT,3,29243,38.27,26-Aug-21,Alive,Wild
CT,3,29243,53.4,25-Oct-21,Alive,Wild
CT,3,29243,47.26,24-May-22,Alive,Wild
CT,3,29243,66.35,19-Oct-22,Alive,Wild
CT,3,29244,36.96,28-Jul-21,Alive,Wild
CT,3,29244,44.86,26-Aug-21,Alive,Wild
CT,3,29244,56.69,25-Oct-21,Alive,Wild
CT,3,29244,55.81,24-May-22,Alive,Wild
CT,3,29244,76.39,19-Oct-22,Alive,Wild
CT,3,29245,29.72,28-Jul-21,Alive,Wild
CT,3,29245,40.64,26-Aug-21,Alive,Wild
CT,3,29245,50.84,25-Oct-21,Alive,Wild
CT,3,29245,46.03,24-May-22,Alive,Wild
CT,3,29245,63.19,19-Oct-22,Alive,Wild
CT,3,29246,35.24,28-Jul-21,Alive,Wild
CT,3,29246,34.07,26-Aug-21,Alive,Wild
CT,3,29246,45.73,25-Oct-21,Alive,Wild
CT,3,29246,47.2,24-May-22,Alive,Wild
CT,3,29246,57.14,19-Oct-22,Dead,Wild
MV,3,29247,32.7,28-Jul-21,Alive,Wild
MV,3,29247,46.63,26-Aug-21,Alive,Wild
MV,3,29247,51.9,25-Oct-21,Alive,Wild
MV,3,29247,59.78,24-May-22,Alive,Wild
MV,3,29247,57.19,19-Oct-22,Dead,Wild
MV,3,29248,33.27,28-Jul-21,Alive,Wild
MV,3,29248,39.55,26-Aug-21,Alive,Wild
MV,3,29248,62.26,25-Oct-21,Alive,Wild
MV,3,29248,40.3,24-May-22,Alive,Wild
MV,3,29248,43.45,19-Oct-22,Dead,Wild
CT,3,29249,36.36,28-Jul-21,Alive,Wild
CT,3,29249,46.07,26-Aug-21,Alive,Wild
CT,3,29249,60.52,25-Oct-21,Alive,Wild
CT,3,29249,65.75,24-May-22,Alive,Wild
CT,3,29249,86.57,19-Oct-22,Alive,Wild
CT,3,29250,35.18,28-Jul-21,Alive,Wild
CT,3,29250,41.92,26-Aug-21,Alive,Wild
CT,3,29250,62.08,25-Oct-21,Alive,Wild
CT,3,29250,56.34,24-May-22,Alive,Wild
CT,3,29250,69.21,19-Oct-22,Alive,Wild
CT,3,29251,34.22,28-Jul-21,Alive,Wild
CT,3,29251,44.85,26-Aug-21,Alive,Wild
CT,3,29251,54.47,25-Oct-21,Alive,Wild
CT,3,29251,51.37,24-May-22,Alive,Wild
CT,3,29251,68.12,19-Oct-22,Dead,Wild
MV,3,29252,32.81,28-Jul-21,Alive,Wild
MV,3,29252,37.83,26-Aug-21,Alive,Wild
MV,3,29252,48.74,25-Oct-21,Alive,Wild
MV,3,29252,45.64,24-May-22,Alive,Wild
MV,3,29252,56.98,19-Oct-22,Alive,Wild
CT,3,29253,31.35,28-Jul-21,Alive,Wild
CT,3,29253,32.75,26-Aug-21,Alive,Wild
CT,3,29253,39.68,25-Oct-21,Alive,Wild
CT,3,29253,41.97,24-May-22,Alive,Wild
CT,3,29253,40.18,19-Oct-22,Alive,Wild
CT,3,29254,37.37,28-Jul-21,Alive,Wild
CT,3,29254,48.72,26-Aug-21,Alive,Wild
CT,3,29254,57.31,25-Oct-21,Alive,Wild
CT,3,29254,57.52,24-May-22,Alive,Wild
CT,3,29254,73.5,19-Oct-22,Alive,Wild
MV,3,29255,32.62,28-Jul-21,Alive,Wild
MV,3,29255,42.11,26-Aug-21,Alive,Wild
MV,3,29255,54.17,25-Oct-21,Alive,Wild
MV,3,29255,59.4,24-May-22,Alive,Wild
MV,3,29255,56.38,19-Oct-22,Alive,Wild
MV,3,29256,30.18,28-Jul-21,Alive,Wild
MV,3,29256,40.99,26-Aug-21,Alive,Wild
MV,3,29256,57.14,25-Oct-21,Alive,Wild
MV,3,29256,54.88,24-May-22,Alive,Wild
MV,3,29256,61.45,19-Oct-22,Alive,Wild
CT,3,29257,34.98,28-Jul-21,Alive,Wild
CT,3,29257,42.94,26-Aug-21,Alive,Wild
CT,3,29257,54.76,25-Oct-21,Alive,Wild
CT,3,29257,54.28,24-May-22,Alive,Wild
CT,3,29257,54.78,19-Oct-22,Alive,Wild
CT,3,29258,35.4,28-Jul-21,Alive,Wild
CT,3,29258,44.91,26-Aug-21,Alive,Wild
CT,3,29258,54.98,25-Oct-21,Alive,Wild
CT,3,29258,52.35,24-May-22,Alive,Wild
CT,3,29258,65.95,19-Oct-22,Alive,Wild
CT,3,29259,32.85,28-Jul-21,Alive,Wild
CT,3,29259,37.09,26-Aug-21,Alive,Wild
CT,3,29259,49,25-Oct-21,Alive,Wild
CT,3,29259,46.88,24-May-22,Alive,Wild
CT,3,29259,64.6,19-Oct-22,Alive,Wild
CT,3,29260,32.13,28-Jul-21,Alive,Wild
CT,3,29260,41.32,26-Aug-21,Alive,Wild
CT,3,29260,55.6,25-Oct-21,Alive,Wild
CT,3,29260,49.83,24-May-22,Alive,Wild
CT,3,29260,59.54,19-Oct-22,Alive,Wild
MV,3,29261,34.59,28-Jul-21,Alive,Wild
MV,3,29261,53.21,26-Aug-21,Alive,Wild
MV,3,29261,43.9,25-Oct-21,Alive,Wild
MV,3,29261,57.48,24-May-22,Alive,Wild
MV,3,29261,58.82,19-Oct-22,Alive,Wild
MV,3,29262,39.4,28-Jul-21,Alive,Wild
MV,3,29262,48.03,26-Aug-21,Alive,Wild
MV,3,29262,59.42,25-Oct-21,Alive,Wild
MV,3,29262,65.66,24-May-22,Alive,Wild
MV,3,29262,65.95,19-Oct-22,Dead,Wild
MV,3,29263,45.04,28-Jul-21,Alive,Wild
MV,3,29263,54.35,26-Aug-21,Alive,Wild
MV,3,29263,38.01,25-Oct-21,Alive,Wild
MV,3,29263,70.23,24-May-22,Alive,Wild
MV,3,29263,71.35,19-Oct-22,Alive,Wild
CT,3,29264,36.82,28-Jul-21,Alive,Wild
CT,3,29264,49.02,26-Aug-21,Alive,Wild
CT,3,29264,59.84,25-Oct-21,Alive,Wild
CT,3,29264,56.84,24-May-22,Alive,Wild
CT,3,29264,70.99,19-Oct-22,Alive,Wild
CT,3,29265,29.27,28-Jul-21,Alive,Wild
CT,3,29265,32.05,26-Aug-21,Alive,Wild
CT,3,29265,46.98,25-Oct-21,Alive,Wild
CT,3,29265,42.96,24-May-22,Alive,Wild
CT,3,29265,56.28,19-Oct-22,Alive,Wild
MV,3,29266,29.16,28-Jul-21,Alive,Wild
MV,3,29266,34.62,26-Aug-21,Alive,Wild
MV,3,29266,52.45,25-Oct-21,Alive,Wild
MV,3,29266,41.13,24-May-22,Alive,Wild
MV,3,29266,54.57,19-Oct-22,Alive,Wild
MV,3,29267,32.39,28-Jul-21,Alive,Wild
MV,3,29267,47.92,26-Aug-21,Alive,Wild
MV,3,29267,48.74,25-Oct-21,Alive,Wild
MV,3,29267,66.93,24-May-22,Alive,Wild
MV,3,29267,65.48,19-Oct-22,Alive,Wild
CT,3,29268,33.9,28-Jul-21,Alive,Wild
CT,3,29268,33.28,26-Aug-21,Alive,Wild
CT,3,29268,48.4,25-Oct-21,Alive,Wild
CT,3,29268,44.91,24-May-22,Alive,Wild
CT,3,29268,50.83,19-Oct-22,Alive,Wild
MV,3,29269,36.2,28-Jul-21,Alive,Wild
